"http://dbpedia.org/resource/Bagir_Seyidzadeh","http://dbpedia.org/property/placeOfDeath","Baku","http://dbpedia.org/resource/Baku"
"http://dbpedia.org/resource/Fuad_Seyidzadeh","http://dbpedia.org/property/placeOfDeath","Baku","http://dbpedia.org/resource/Baku"
"http://dbpedia.org/resource/Paul_Maistre","http://dbpedia.org/property/placeOfDeath","Paris","http://dbpedia.org/resource/Paris"
"http://dbpedia.org/resource/Bill_Edwards_(American_football_coach)","http://dbpedia.org/property/awards","Western Reserve Hall of Fame",""
"http://dbpedia.org/resource/Bill_Edwards_(American_football_coach)","http://dbpedia.org/property/awards","Vanderbilt Hall of Fame",""
"http://dbpedia.org/resource/Harold_Alexander,_1st_Earl_Alexander_of_Tunis","http://dbpedia.org/property/awards","[[#Honours",""
"http://dbpedia.org/resource/Alexander_Cambridge,_1st_Earl_of_Athlone","http://dbpedia.org/property/awards","[[#Honours",""
"http://dbpedia.org/resource/Enid_Blyton","http://dbpedia.org/property/awards","Boys' Club of America for The Island of Adventure",""
"http://dbpedia.org/resource/Tony_Anselmo","http://dbpedia.org/property/awards","Disney Legend Award","http://dbpedia.org/resource/Disney_Legends"
"http://dbpedia.org/resource/Bill_Farmer","http://dbpedia.org/property/awards","Disney Legend Award","http://dbpedia.org/resource/Disney_Legends"
"http://dbpedia.org/resource/Bill_Edwards_(American_football_coach)","http://dbpedia.org/property/awards","Ohio College Football Coach of the Year",""
"http://dbpedia.org/resource/Bill_Edwards_(American_football_coach)","http://dbpedia.org/property/awards","Wittenberg Athletics Hall of Honor",""
"http://dbpedia.org/resource/Bill_Edwards_(American_football_coach)","http://dbpedia.org/property/awards","Ohio Football Coaches Association Hall of Fame",""
"http://dbpedia.org/resource/Mark_Welsh","http://dbpedia.org/property/awards","''[[#Awards and decorations",""
"http://dbpedia.org/resource/Hulusi_Akar","http://dbpedia.org/property/awards","''[[#Awards and decorations",""
"http://dbpedia.org/resource/Gabrielle_Giffords","http://dbpedia.org/property/legistorm","/Rep_Gabrielle_Giffords.html",""
"http://dbpedia.org/resource/Mark_Pryor","http://dbpedia.org/property/legistorm","Sen_Mark_Pryor/78.html",""
"http://dbpedia.org/resource/Richard_Shelby","http://dbpedia.org/property/legistorm","Sen_Richard_Shelby/88.html",""
"http://dbpedia.org/resource/Bob_Menendez","http://dbpedia.org/property/legistorm","Sen_Robert_Menendez/550.html",""
"http://dbpedia.org/resource/Jon_Runyan","http://dbpedia.org/property/legistorm","Rep_Jon_Runyan_NJ/2773.html",""
"http://dbpedia.org/resource/Bill_Sali","http://dbpedia.org/property/legistorm","/859/Rep_Bill_Sali.html",""
"http://dbpedia.org/resource/Chris_Stewart_(politician)","http://dbpedia.org/property/legistorm","House/Chris_Stewart.htm",""
"http://dbpedia.org/resource/William_Balck","http://dbpedia.org/property/branch","Heer","http://dbpedia.org/resource/German_Army_(German_Empire)"
"http://dbpedia.org/resource/Military_in_Vatican_City","http://dbpedia.org/property/branch","Army","http://dbpedia.org/resource/Swiss_Guard"
"http://dbpedia.org/resource/Thomas_Harrison_(soldier)","http://dbpedia.org/property/branch","Army","http://dbpedia.org/resource/Roundhead"
"http://dbpedia.org/resource/William_Harrison_Standley","http://dbpedia.org/property/branch","United States Navy","http://dbpedia.org/resource/United_States_Navy"
"http://dbpedia.org/resource/Maurice_H._Rindskopf","http://dbpedia.org/property/branch","United States Navy","http://dbpedia.org/resource/United_States_Navy"
"http://dbpedia.org/resource/Richard_Ball_(Michigan_politician)","http://dbpedia.org/property/branch","United States Army","http://dbpedia.org/resource/United_States_Army"
"http://dbpedia.org/resource/Rodney_O'Gliasain_Kennedy-Minott","http://dbpedia.org/property/branch","United States Army","http://dbpedia.org/resource/United_States_Army"
