"http://dbpedia.org/resource/Charles_Carnegie,_11th_Earl_of_Southesk","http://dbpedia.org/property/children","James Carnegie, 3rd Duke of Fife","http://dbpedia.org/resource/James_Carnegie,_3rd_Duke_of_Fife"
"http://dbpedia.org/resource/Perseus","http://dbpedia.org/property/children","Gorgophone","http://dbpedia.org/resource/Gorgophone"
"http://dbpedia.org/resource/Cronus","http://dbpedia.org/property/children","Demeter","http://dbpedia.org/resource/Demeter"
"http://dbpedia.org/resource/Shane_Donovan_and_Kimberly_Brady","http://dbpedia.org/property/children","Andrew Donovan","http://dbpedia.org/resource/Andrew_Donovan"
"http://dbpedia.org/resource/Hermes","http://dbpedia.org/property/children","Hermaphroditus","http://dbpedia.org/resource/Hermaphroditus"
"http://dbpedia.org/resource/Saranyu","http://dbpedia.org/property/children","Yama","http://dbpedia.org/resource/Yama"
"http://dbpedia.org/resource/Albert_Spencer,_7th_Earl_Spencer","http://dbpedia.org/property/children","John Spencer, 8th Earl Spencer","http://dbpedia.org/resource/John_Spencer,_8th_Earl_Spencer"
"http://dbpedia.org/resource/Howard_Wright_Cutler","http://dbpedia.org/property/children","Katherine Cutler Ficken","http://dbpedia.org/resource/Katherine_Cutler_Ficken"
"http://dbpedia.org/resource/Ramesses_IX","http://dbpedia.org/property/children","Nebmaatre (prince)","http://dbpedia.org/resource/Nebmaatre_(prince)"
"http://dbpedia.org/resource/Ariadne","http://dbpedia.org/property/children","Oenopion","http://dbpedia.org/resource/Oenopion"
"http://dbpedia.org/resource/Pilar_Lopez-Fitzgerald","http://dbpedia.org/property/children","Luis Lopez-Fitzgerald","http://dbpedia.org/resource/Luis_Lopez-Fitzgerald"
"http://dbpedia.org/resource/Nash_Brennan","http://dbpedia.org/property/children","Chloe Brennan","http://dbpedia.org/resource/Chloe_Brennan"
"http://dbpedia.org/resource/One_Life_to_Live_characters_(1980s)","http://dbpedia.org/property/children","Clint Buchanan","http://dbpedia.org/resource/Clint_Buchanan"
"http://dbpedia.org/resource/Pilar_Lopez-Fitzgerald","http://dbpedia.org/property/children","Theresa Lopez-Fitzgerald","http://dbpedia.org/resource/Theresa_Lopez-Fitzgerald"
"http://dbpedia.org/resource/Elizabeth_Douglas-Hamilton,_Duchess_of_Hamilton_and_Brandon","http://dbpedia.org/property/children","Angus Douglas-Hamilton, 15th Duke of Hamilton","http://dbpedia.org/resource/Angus_Douglas-Hamilton,_15th_Duke_of_Hamilton"
"http://dbpedia.org/resource/Thutmose_I","http://dbpedia.org/property/children","Thutmose II","http://dbpedia.org/resource/Thutmose_II"
"http://dbpedia.org/resource/Francis_Magalona","http://dbpedia.org/property/children","Saab Magalona","http://dbpedia.org/resource/Saab_Magalona"
"http://dbpedia.org/resource/Kayra","http://dbpedia.org/property/children","Ay Dede","http://dbpedia.org/resource/Ay_Dede"
"http://dbpedia.org/resource/List_of_General_Hospital_characters_(1980s)","http://dbpedia.org/property/children","Maxie Jones","http://dbpedia.org/resource/Maxie_Jones"
"http://dbpedia.org/resource/Carlo_Hesser","http://dbpedia.org/property/children","Johnny Dee Hesser","http://dbpedia.org/resource/Johnny_Dee_Hesser"
"http://dbpedia.org/resource/Hemera","http://dbpedia.org/property/children","Uranus (mythology)","http://dbpedia.org/resource/Uranus_(mythology)"
"http://dbpedia.org/resource/Atri","http://dbpedia.org/property/children","Durvasa","http://dbpedia.org/resource/Durvasa"
"http://dbpedia.org/resource/Lenore_Manderson","http://dbpedia.org/property/children","Tobias Manderson-Galvin","http://dbpedia.org/resource/Tobias_Manderson-Galvin"
"http://dbpedia.org/resource/Victor_Omololu_Olunloyo","http://dbpedia.org/property/children","Kemi Omololu-Olunloyo","http://dbpedia.org/resource/Kemi_Omololu-Olunloyo"
"http://dbpedia.org/resource/Joseph_Goldmark","http://dbpedia.org/property/children","Josephine Clara Goldmark","http://dbpedia.org/resource/Josephine_Clara_Goldmark"
