"http://dbpedia.org/resource/Bagir_Seyidzadeh","http://dbpedia.org/property/placeOfDeath","Baku","http://dbpedia.org/resource/Baku 0.9961","http://dbpedia.org/resource/Heydar_Aliyev_International_Airport 0.9825","http://dbpedia.org/resource/Baku_Academy_of_Music 0.9778","http://dbpedia.org/resource/FC_Baku 0.9770","http://dbpedia.org/resource/Baku_State_University 0.9744","http://dbpedia.org/resource/Neftchi_Baku_PFC 0.9673","http://dbpedia.org/resource/FK_Qarabağ 0.9639","http://dbpedia.org/resource/Black_January 0.9598","http://dbpedia.org/resource/AZAL_PFC 0.9595","http://dbpedia.org/resource/Inter_Baku_PFC 0.9583","http://dbpedia.org/resource/Azerbaijan_State_Philharmonic_Hall 0.9491","http://dbpedia.org/resource/Battle_of_Baku 0.9325","http://dbpedia.org/resource/2011_World_Amateur_Boxing_Championships 0.9321","http://dbpedia.org/resource/Maiden_Tower_(Baku) 0.9234","http://dbpedia.org/resource/Baku_Governorate 0.9226","http://dbpedia.org/resource/UEFA_Euro_2008_qualifying 0.9086","http://dbpedia.org/resource/Old_City_(Baku) 0.9063","http://dbpedia.org/resource/Samara,_Russia 0.9051","http://dbpedia.org/resource/Azerbaijan_State_Academic_Opera_and_Ballet_Theater 0.8990","http://dbpedia.org/resource/Battle_of_the_Caucasus 0.8864","http://dbpedia.org/resource/Bacău 0.8608","http://dbpedia.org/resource/South_Caucasus_Pipeline 0.8567","http://dbpedia.org/resource/Case_Blue 0.8566","http://dbpedia.org/resource/Baku–Tbilisi–Ceyhan_pipeline 0.8489","http://dbpedia.org/resource/Kars–Tbilisi–Baku_railway 0.8386","http://dbpedia.org/resource/Eurovision_Song_Contest_2012 0.8321","http://dbpedia.org/resource/26_Baku_Commissars 0.8245","http://dbpedia.org/resource/Absheron 0.0","http://dbpedia.org/resource/List_of_diplomatic_missions_of_Russia 0.0","http://dbpedia.org/resource/Petroleum_industry_in_Azerbaijan 0.0"
"http://dbpedia.org/resource/Fuad_Seyidzadeh","http://dbpedia.org/property/placeOfDeath","Baku","http://dbpedia.org/resource/Absheron 0.0","http://dbpedia.org/resource/Eurovision_Song_Contest_2012 0.0","http://dbpedia.org/resource/FC_Baku 0.0","http://dbpedia.org/resource/Samara,_Russia 0.0","http://dbpedia.org/resource/Battle_of_Baku 0.0","http://dbpedia.org/resource/Petroleum_industry_in_Azerbaijan 0.0","http://dbpedia.org/resource/UEFA_Euro_2008_qualifying 0.0","http://dbpedia.org/resource/Baku_Governorate 0.0","http://dbpedia.org/resource/Inter_Baku_PFC 0.0","http://dbpedia.org/resource/Baku–Tbilisi–Ceyhan_pipeline 0.0","http://dbpedia.org/resource/Azerbaijan_State_Philharmonic_Hall 0.0","http://dbpedia.org/resource/Baku_Academy_of_Music 0.0","http://dbpedia.org/resource/Old_City_(Baku) 0.0","http://dbpedia.org/resource/AZAL_PFC 0.0","http://dbpedia.org/resource/Neftchi_Baku_PFC 0.0","http://dbpedia.org/resource/Maiden_Tower_(Baku) 0.0","http://dbpedia.org/resource/FK_Qarabağ 0.0","http://dbpedia.org/resource/South_Caucasus_Pipeline 0.0","http://dbpedia.org/resource/Black_January 0.0","http://dbpedia.org/resource/List_of_diplomatic_missions_of_Russia 0.0","http://dbpedia.org/resource/Baku 0.0","http://dbpedia.org/resource/Bacău 0.0","http://dbpedia.org/resource/Kars–Tbilisi–Baku_railway 0.0","http://dbpedia.org/resource/Case_Blue 0.0","http://dbpedia.org/resource/2011_World_Amateur_Boxing_Championships 0.0","http://dbpedia.org/resource/Azerbaijan_State_Academic_Opera_and_Ballet_Theater 0.0","http://dbpedia.org/resource/Baku_State_University 0.0","http://dbpedia.org/resource/Battle_of_the_Caucasus 0.0","http://dbpedia.org/resource/Heydar_Aliyev_International_Airport 0.0","http://dbpedia.org/resource/26_Baku_Commissars 0.0"
"http://dbpedia.org/resource/Paul_Maistre","http://dbpedia.org/property/placeOfDeath","Paris","http://dbpedia.org/resource/Paris 0.9764","http://dbpedia.org/resource/French_Third_Republic 0.9644","http://dbpedia.org/resource/Bibliothèque_nationale_de_France 0.9465","http://dbpedia.org/resource/Senate_of_France 0.9425","http://dbpedia.org/resource/Bourbon_Restoration 0.9405","http://dbpedia.org/resource/2007_Rugby_World_Cup 0.9359","http://dbpedia.org/resource/Ubisoft 0.9265","http://dbpedia.org/resource/Paris_Saint-Germain_F.C. 0.9126","http://dbpedia.org/resource/Treaty_of_Trianon 0.9066","http://dbpedia.org/resource/Conservatoire_de_Paris 0.8959","http://dbpedia.org/resource/University_of_Paris 0.8925","http://dbpedia.org/resource/Seine 0.8772","http://dbpedia.org/resource/Municipal_council 0.8698","http://dbpedia.org/resource/Sorbonne 0.8434","http://dbpedia.org/resource/École_des_Beaux-Arts 0.8421","http://dbpedia.org/resource/1924_Summer_Olympics 0.8394","http://dbpedia.org/resource/Asheville,_North_Carolina 0.8371","http://dbpedia.org/resource/Wharton_School_of_the_University_of_Pennsylvania 0.8304","http://dbpedia.org/resource/Paris_Hilton 0.8293","http://dbpedia.org/resource/Eiffel_Tower 0.8144","http://dbpedia.org/resource/Paris_Métro 0.8017","http://dbpedia.org/resource/American_Legion 0.7910","http://dbpedia.org/resource/Paris_Peace_Conference,_1919 0.7794","http://dbpedia.org/resource/World's_fair 0.0","http://dbpedia.org/resource/French_Academy_of_Sciences 0.0","http://dbpedia.org/resource/Vogue_(magazine) 0.0","http://dbpedia.org/resource/Salon_(Paris) 0.0","http://dbpedia.org/resource/Paris_Opera 0.0","http://dbpedia.org/resource/List_of_K-1_events 0.0","http://dbpedia.org/resource/1900_Summer_Olympics 0.0"
"http://dbpedia.org/resource/Bill_Edwards_(American_football_coach)","http://dbpedia.org/property/awards","Western Reserve Hall of Fame","http://dbpedia.org/resource/Rock_and_Roll_Hall_of_Fame 0.9846","http://dbpedia.org/resource/Royal_Albert_Hall 0.9581","http://dbpedia.org/resource/Case_Western_Reserve_University 0.9366","http://dbpedia.org/resource/Naismith_Memorial_Basketball_Hall_of_Fame 0.9354","http://dbpedia.org/resource/New_Orleans_Saints 0.9346","http://dbpedia.org/resource/Pro_Football_Hall_of_Fame 0.9325","http://dbpedia.org/resource/Case_Western_Reserve_University_School_of_Medicine 0.9303","http://dbpedia.org/resource/College_Football_Hall_of_Fame 0.9283","http://dbpedia.org/resource/Case_Western_Reserve_University_School_of_Law 0.9281","http://dbpedia.org/resource/Hiram_College 0.9121","http://dbpedia.org/resource/Western_Reserve_Academy 0.9107","http://dbpedia.org/resource/National_Museum_of_Racing_and_Hall_of_Fame 0.9025","http://dbpedia.org/resource/Hollywood_Walk_of_Fame 0.9015","http://dbpedia.org/resource/Hockey_Hall_of_Fame 0.8991","http://dbpedia.org/resource/National_Baseball_Hall_of_Fame_and_Museum 0.8986","http://dbpedia.org/resource/The_Pentagon 0.8748","http://dbpedia.org/resource/United_Nations_General_Assembly 0.8601","http://dbpedia.org/resource/Christ_Church,_Oxford 0.8581","http://dbpedia.org/resource/Freemasonry 0.8562","http://dbpedia.org/resource/Kansas_City_Royals 0.8482","http://dbpedia.org/resource/Celebrity 0.8356","http://dbpedia.org/resource/St_Kilda_Football_Club 0.8179","http://dbpedia.org/resource/Carnegie_Hall 0.7592","http://dbpedia.org/resource/Western_Reserve_College 0.0","http://dbpedia.org/resource/Connecticut_Western_Reserve 0.0","http://dbpedia.org/resource/Aegon 0.0","http://dbpedia.org/resource/Western_Reserve_Public_Media 0.0","http://dbpedia.org/resource/Western_Reserve_Historical_Society 0.0","",""
"http://dbpedia.org/resource/Bill_Edwards_(American_football_coach)","http://dbpedia.org/property/awards","Vanderbilt Hall of Fame","http://dbpedia.org/resource/Rock_and_Roll_Hall_of_Fame 0.9846","http://dbpedia.org/resource/Royal_Albert_Hall 0.9581","http://dbpedia.org/resource/Naismith_Memorial_Basketball_Hall_of_Fame 0.9354","http://dbpedia.org/resource/New_Orleans_Saints 0.9346","http://dbpedia.org/resource/Pro_Football_Hall_of_Fame 0.9325","http://dbpedia.org/resource/College_Football_Hall_of_Fame 0.9283","http://dbpedia.org/resource/Vanderbilt_Hall 0.9098","http://dbpedia.org/resource/National_Museum_of_Racing_and_Hall_of_Fame 0.9025","http://dbpedia.org/resource/Hollywood_Walk_of_Fame 0.9015","http://dbpedia.org/resource/Hockey_Hall_of_Fame 0.8991","http://dbpedia.org/resource/National_Baseball_Hall_of_Fame_and_Museum 0.8986","http://dbpedia.org/resource/The_Pentagon 0.8748","http://dbpedia.org/resource/United_Nations_General_Assembly 0.8601","http://dbpedia.org/resource/Christ_Church,_Oxford 0.8581","http://dbpedia.org/resource/Freemasonry 0.8562","http://dbpedia.org/resource/Kansas_City_Royals 0.8482","http://dbpedia.org/resource/Celebrity 0.8356","http://dbpedia.org/resource/St_Kilda_Football_Club 0.8179","http://dbpedia.org/resource/Carnegie_Hall 0.7592","","","","","","","","","","",""
"http://dbpedia.org/resource/Harold_Alexander,_1st_Earl_Alexander_of_Tunis","http://dbpedia.org/property/awards","[[#Honours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://dbpedia.org/resource/Alexander_Cambridge,_1st_Earl_of_Athlone","http://dbpedia.org/property/awards","[[#Honours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://dbpedia.org/resource/Enid_Blyton","http://dbpedia.org/property/awards","Boys' Club of America for The Island of Adventure","http://dbpedia.org/resource/The_Island_of_Adventure 0.9916","http://dbpedia.org/resource/South_Molle_Island 0.9075","http://dbpedia.org/resource/Jockey_Club 0.9015","http://dbpedia.org/resource/HBO 0.8815","http://dbpedia.org/resource/American_Automobile_Association 0.8787","http://dbpedia.org/resource/Manhattan 0.8776","http://dbpedia.org/resource/Sports_Car_Club_of_America 0.8763","http://dbpedia.org/resource/Overseas_Press_Club 0.8730","http://dbpedia.org/resource/Recording_Industry_Association_of_America 0.8720","http://dbpedia.org/resource/National_Basketball_Association 0.8672","http://dbpedia.org/resource/DECA_(organization) 0.8533","http://dbpedia.org/resource/Ireland 0.8512","http://dbpedia.org/resource/United_States 0.8481","http://dbpedia.org/resource/Adventure_Island_(film) 0.8426","http://dbpedia.org/resource/President_of_the_United_States 0.8418","http://dbpedia.org/resource/North_America 0.8407","http://dbpedia.org/resource/Confederate_States_of_America 0.8362","http://dbpedia.org/resource/Automobile_Racing_Club_of_America 0.8350","http://dbpedia.org/resource/Indigenous_peoples_of_the_Americas 0.8281","http://dbpedia.org/resource/Adventure_Island 0.8244","http://dbpedia.org/resource/Latin_America 0.8199","http://dbpedia.org/resource/South_America 0.8195","http://dbpedia.org/resource/Super_Adventure_Island 0.8165","http://dbpedia.org/resource/New_Adventure_Island 0.8130","http://dbpedia.org/resource/America_Football_Club_(RJ) 0.7752","http://dbpedia.org/resource/Adventure_Island_3 0.0","http://dbpedia.org/resource/Adventure_Island_II 0.0","http://dbpedia.org/resource/Aero_Club_of_America 0.0","http://dbpedia.org/resource/SCCA_National_Sports_Car_Championship 0.0","http://dbpedia.org/resource/Road_Runners_Club_of_America 0.0"
"http://dbpedia.org/resource/Tony_Anselmo","http://dbpedia.org/property/awards","Disney Legend Award","http://dbpedia.org/resource/Grammy_Legend_Award 0.9534","http://dbpedia.org/resource/Society_of_Singers 0.0","http://dbpedia.org/resource/Disney_Legends 0.0","http://dbpedia.org/resource/Library_of_Congress_Living_Legend 0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://dbpedia.org/resource/Bill_Farmer","http://dbpedia.org/property/awards","Disney Legend Award","http://dbpedia.org/resource/Society_of_Singers 0.0","http://dbpedia.org/resource/Disney_Legends 0.0","http://dbpedia.org/resource/Grammy_Legend_Award 0.0","http://dbpedia.org/resource/Library_of_Congress_Living_Legend 0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
